271,191,371,291,1.000000
271,191,371,291,0.395103
271,191,371,291,0.396937
271,191,371,291,0.397335
271,191,371,291,0.393043
271,191,371,291,0.392943
271,191,371,291,0.396682
271,191,371,291,0.394775
271,191,371,291,0.395688
271,191,371,291,0.395119
271,191,371,291,0.396115
271,191,371,291,0.396237
271,191,371,291,0.394202
271,191,371,291,0.400013
271,191,371,291,0.402676
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
265,183,384,302,0.372018
265,183,384,302,0.371863
265,183,384,302,0.374042
265,183,384,302,0.376599
265,183,384,302,0.374865
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
262,184,381,303,0.426142
259,182,378,301,0.418081
258,182,377,301,0.415037
258,182,377,301,0.418046
258,182,377,301,0.415693
258,182,377,301,0.417829
258,182,377,301,0.417261
258,182,377,301,0.416499
258,182,377,301,0.414284
258,182,377,301,0.416235
258,182,377,301,0.415259
258,182,377,301,0.414979
258,182,377,301,0.415624
258,182,377,301,0.417751
258,182,377,301,0.415314
258,182,377,301,0.417483
258,182,377,301,0.414792
258,182,377,301,0.417848
258,182,377,301,0.416832
258,182,377,301,0.416573
258,182,377,301,0.416039
258,182,377,301,0.415526
258,182,377,301,0.416465
258,182,377,301,0.415014
258,182,377,301,0.415620
258,182,377,301,0.416695
258,182,377,301,0.416390
258,182,377,301,0.415926
258,182,377,301,0.417130
258,182,377,301,0.415717
258,182,377,301,0.415974
258,182,377,301,0.414225
258,182,377,301,0.414914
258,182,377,301,0.415545
258,182,377,301,0.416280
258,182,377,301,0.418245
258,182,377,301,0.414966
258,182,377,301,0.416374
258,182,377,301,0.416686
258,182,377,301,0.416423
258,182,377,301,0.416860
258,182,377,301,0.416139
258,182,377,301,0.414741
258,182,377,301,0.415590
258,182,377,301,0.417230
258,182,377,301,0.416338
258,182,377,301,0.417671
258,182,377,301,0.416572
258,182,377,301,0.414101
258,182,377,301,0.414757
258,182,377,301,0.417397
258,182,377,301,0.415881
258,182,377,301,0.416726
258,182,377,301,0.418440
258,182,377,301,0.415194
